N,P,K,temperature,humidity,pH,rainfall,label,Plant_Category,EC (mS/cm) Range,Ca (ppm) Range,Mg (ppm) Range,Na (ppm) Range (Max)
21,17,47,17.9451,74.0363,6.144,38.7342,Prunus avium ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
149,37,99,30.1109,62.9022,8.1359,89.7704,Solanum melongena ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
14,8,47,28.3131,49.2042,7.9809,10.4639,Artemisia herba-alba ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
29,17,39,14.6137,87.6119,5.9141,116.0155,Pyrus communis ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
95,44,69,26.7576,79.695,6.7237,140.0302,Citrullus lanatus ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
3,26,47,27.6904,49.1375,6.1222,193.0937,Mangifera indica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
52,45,34,21.9715,55.8818,7.0253,45.0622,Cuminum cyminum ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
1,59,93,26.5816,73.4675,6.6691,103.9661,Phaseolus vulgaris ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
28,53,80,21.2338,68.5591,7.5206,32.5029,Lens culinaris ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
106,52,50,22.7887,60.3865,7.0791,62.5491,Abelmoschus esculentus ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
36,1,36,46.3117,24.7894,8.0254,8.9266,Simmondsia chinensis ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
124,67,46,23.7711,60.3256,8.4949,41.1038,Sorghum bicolor ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
61,41,71,18.8042,61.9968,7.9185,26.5636,Allium ampeloprasum ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
74,58,108,16.8746,62.7019,7.5376,58.0721,Vitis vinifera ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
26,71,68,25.3457,65.4618,7.1091,57.1119,Vigna unguiculata ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
84,25,7,28.8836,44.8618,7.6684,45.1451,Sesamum indicum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
13,0,11,26.5012,68.3375,6.7066,29.1272,Citrus paradisi ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
92,21,85,20.9781,65.4154,6.9302,40.4987,Helianthus annuus ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
41,12,41,27.1608,55.6079,7.0739,15.3776,Rosmarinus officinalis ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
37,24,43,22.991,60.2277,6.3612,69.6198,Linum usitatissimum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
49,33,9,19.4977,68.4567,6.1118,68.6012,Prunus domestica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
155,47,118,18.4399,61.3503,6.8218,86.982,Brassica oleracea var. italica ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
136,52,131,28.3619,82.3753,7.1819,49.4643,Cucumis sativus ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
0,27,44,15.9844,52.8396,7.9059,215.0786,Punica granatum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
100,49,119,17.7398,72.1156,7.3789,45.2658,Beta vulgaris var. conditiva ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
129,34,85,25.4176,68.8486,7.294,54.2498,Cucurbita pepo ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
49,88,76,14.8208,72.0551,8.3968,41.9233,Vicia faba ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
126,85,146,21.282,65.1194,7.6932,49.4836,Solanum tuberosum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
101,58,113,13.5922,57.1336,7.5785,41.8797,Vitis vinifera ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
107,55,76,27.4909,53.0627,6.9835,56.6066,Abelmoschus esculentus ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
28,22,45,24.8185,31.0351,8.4056,22.1965,Phoenix dactylifera ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
159,51,83,34.6544,53.124,7.7274,66.5844,Sorghum bicolor ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
104,47,52,29.0552,78.2995,6.5161,96.6814,Citrullus lanatus ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
103,67,52,25.6569,76.8238,6.8908,117.1824,Musa acuminata ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
58,49,35,16.6117,54.036,7.6755,30.2874,Pimpinella anisum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
15,25,51,19.737,45.2275,7.1975,39.805,Rosmarinus officinalis ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
40,30,44,11.7526,79.8634,5.6711,89.493,Prunus avium ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
22,18,16,18.5235,69.1893,6.1589,82.9114,Prunus domestica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
68,45,66,15.1371,67.3427,7.7681,49.986,Brassica rapa ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
80,51,54,11.3883,52.9037,7.1993,10.288,Carum carvi ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
120,17,116,24.1284,68.5168,7.8425,65.3895,Capsicum frutescens ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
32,22,23,11.0283,73.7945,6.0159,133.1155,Prunus avium ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
67,38,29,15.5993,60.9923,7.0963,39.0847,Nigella sativa ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
109,63,118,28.6129,77.084,7.3591,99.1259,Colocasia esculenta ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
78,41,48,15.635,70.9212,7.4033,61.6466,Mentha piperita ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
138,40,111,29.392,65.4365,7.667,46.2684,Capsicum frutescens ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
0,11,8,10.3134,69.9183,7.0642,117.3679,Citrus sinensis ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
60,44,24,15.0531,52.3925,8.1332,45.4603,Hordeum vulgare ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
86,43,59,17.0818,67.8253,6.9447,32.4638,Foeniculum vulgare ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
31,3,16,10.51,70.4976,6.9117,114.8873,Citrus limon ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
24,54,79,29.1805,59.3465,7.0483,26.9746,Vigna unguiculata ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
21,12,29,15.3491,51.0054,6.4501,45.3402,Olea europaea ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
0,16,11,12.1824,64.8775,6.9129,97.2029,Citrus paradisi ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
46,50,83,17.3137,67.8682,7.5315,67.0749,Pisum sativum ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
52,39,63,18.8853,49.1427,6.6818,36.9947,Carum carvi ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
97,42,59,20.5047,52.1986,6.5374,28.515,Pimpinella anisum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
18,16,30,16.9316,91.1123,5.9449,97.0986,Malus domestica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
143,30,59,29.1087,82.0195,7.5059,133.2504,Oryza sativa ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
6,4,17,44.4029,57.5779,8.1644,13.2404,Simmondsia chinensis ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
34,44,84,25.0082,53.9231,8.7309,49.5892,Vigna unguiculata ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
72,31,35,22.2795,46.3651,7.7561,7.2745,Cuminum cyminum ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
45,57,56,26.7592,58.1597,6.5135,20.2878,Vigna unguiculata ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
116,39,32,16.482,55.2618,7.0791,25.103,Spinacia oleracea ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
7,4,33,19.0792,55.0666,5.9281,144.6368,Psidium guajava ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
62,42,59,20.265,71.3033,6.0802,50.3992,Melissa officinalis ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
57,43,45,27.3963,41.0334,7.6544,16.1569,Portulaca oleracea ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
98,32,42,26.342,74.6814,6.9935,69.5544,Cucumis melo var. cantalupensis ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
58,47,36,18.6193,58.1927,6.5273,46.7961,Linum usitatissimum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
85,34,71,23.1127,62.2302,7.1368,30.8902,Hordeum vulgare ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
159,57,122,22.7547,66.404,7.3331,86.9151,Brassica oleracea var. capitata ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
110,43,35,23.3073,77.6499,6.4604,135.7949,Cucumis melo var. cantalupensis ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
130,59,122,26.8717,67.548,7.9908,91.0877,Capsicum annuum ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
47,26,4,14.8798,77.1569,5.4382,67.6555,Pyrus communis ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
67,38,61,14.0826,75.2311,7.3357,59.5684,Petroselinum crispum ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
23,0,0,19.7665,61.2044,6.8806,87.7857,Citrus aurantium ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
54,40,34,12.8353,60.8695,8.0771,40.1716,Raphanus sativus ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
108,50,98,23.5271,76.7689,5.4858,171.3079,Zingiber officinale ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
123,49,58,29.0417,58.6569,8.1914,36.9953,Gossypium barbadense ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
85,56,106,16.6722,58.6746,6.9939,53.4587,Vitis vinifera ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
86,46,68,28.928,58.1589,6.7165,53.8039,Vitis vinifera ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
0,11,17,25.4642,51.2398,7.5289,103.9608,Ficus carica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
98,36,63,26.2853,77.7827,6.2791,84.5031,Cucumis melo ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
41,7,22,25.3221,66.4209,5.8236,72.5477,Jasminum grandiflorum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
32,40,46,18.259,60.3996,7.5713,0.0,Ammi visnaga ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
97,21,87,16.9081,66.8083,7.2622,50.4356,Allium sativum ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
77,50,56,18.9471,61.9359,6.9329,68.3347,Linum usitatissimum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
126,46,122,24.4686,60.8204,8.3042,48.1504,Solanum lycopersicum ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
91,35,99,27.6762,67.8288,6.7822,51.0017,Abelmoschus esculentus ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
75,66,111,29.1972,67.7554,6.7974,58.325,Arachis hypogaea ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
146,41,88,19.8605,66.6696,7.858,74.8075,Capsicum annuum var. grossum ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
137,44,78,31.2466,75.6999,7.9211,17.3922,Abelmoschus esculentus ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
76,27,78,16.3286,66.7122,6.8819,59.6399,Foeniculum vulgare ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
100,36,34,21.8183,65.6054,6.0069,87.3467,Hibiscus sabdariffa ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
36,16,0,21.3498,67.5379,6.6946,91.3042,Citrus medica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
95,51,33,18.3521,66.797,6.9999,71.8655,Triticum aestivum ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
43,24,36,12.0923,50.7526,6.0347,21.6185,Thymus vulgaris ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
101,56,123,13.5148,63.632,7.1912,48.8266,Vitis vinifera ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
113,64,141,22.3204,67.0231,8.2741,31.3517,Beta vulgaris ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
54,36,50,17.3875,59.2154,7.2075,0.0,Pimpinella anisum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
61,73,88,16.6731,71.0399,8.2857,24.8036,Vicia faba ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
81,37,60,19.2161,56.9016,6.8327,37.2932,Linum usitatissimum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
108,43,94,20.7737,73.9424,7.0241,42.8437,Apium graveolens ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
71,50,79,21.9008,49.6924,7.7058,86.9459,Sesamum indicum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
79,54,79,20.8941,58.8987,8.6524,35.4073,Allium cepa ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
174,42,71,19.2927,75.6254,7.2715,70.0788,Lactuca sativa ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
26,55,100,26.4578,57.6498,7.9011,46.1539,Glycine max ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
86,37,92,20.174,70.2665,6.8317,60.7279,Brassica rapa ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
121,47,60,26.5597,73.26,8.5351,43.3213,Corchorus olitorius ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
74,37,72,16.1525,64.8809,7.4314,55.2912,Pimpinella anisum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
6,14,0,16.8776,73.0509,6.9067,113.7782,Citrus medica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
89,45,91,11.6076,61.1519,7.3479,45.2185,Allium cepa ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
68,55,44,18.7105,55.8759,7.2954,40.4766,Brassica rapa ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
39,67,76,29.6877,53.1053,5.7992,95.9825,Arachis hypogaea ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
78,45,52,11.4221,58.3809,7.1704,18.3199,Carum carvi ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
142,44,131,24.8895,72.0797,7.2991,37.2242,Cucumis sativus ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
49,19,38,25.4619,60.8155,8.0367,35.654,Portulaca oleracea ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
123,35,55,21.3689,68.0496,7.4704,26.71,Helianthus annuus ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
87,37,52,23.9134,67.6974,6.9178,33.1657,Mentha piperita ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
25,28,66,21.0951,48.0244,6.787,153.6197,Punica granatum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
121,71,117,19.1721,68.7834,7.3274,10.8558,Beta vulgaris var. conditiva ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
27,16,0,40.2097,40.2508,8.3334,11.4821,Simmondsia chinensis ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
154,38,57,16.6384,77.0504,7.3063,83.2327,Lactuca sativa ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
22,36,48,13.7193,76.0367,4.7336,88.2187,Prunus avium ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
49,44,21,22.8537,52.3894,8.1523,37.5664,Cuminum cyminum ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
4,5,0,13.1939,66.0241,6.2713,160.934,Citrus reticulata ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
15,21,0,23.2734,68.6173,8.4705,18.3753,Artemisia herba-alba ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
89,60,116,31.1929,79.9037,6.4557,169.1673,Curcuma longa ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
81,35,46,23.9435,51.9909,7.0222,37.5167,Sesamum indicum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
85,21,43,14.362,66.8559,7.3407,73.0205,Petroselinum crispum ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
24,19,2,17.6516,73.1798,7.4911,145.5965,Citrus sinensis ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
37,54,34,17.1969,57.523,7.5272,15.5819,Ammi visnaga ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
105,48,117,25.4594,77.3543,6.2372,146.4223,Manihot esculenta ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
104,32,54,29.0288,76.3088,6.1731,104.8445,Citrullus lanatus ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
85,27,121,25.1018,78.5997,5.8815,75.8692,Zingiber officinale ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
48,66,79,14.5336,68.8305,6.9889,26.3063,Pisum sativum ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
53,61,58,22.2511,60.9134,7.2623,26.9965,Lens culinaris ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
127,62,66,19.0679,72.6473,7.6457,68.7783,Cucurbita pepo ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
68,34,30,29.6758,48.9607,6.8482,57.6714,Sesamum indicum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
38,37,52,23.9244,55.647,6.8007,28.9375,Nigella sativa ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
136,45,103,29.8774,63.4958,7.678,74.5493,Zea mays var. indentata ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
50,32,22,17.9803,69.8241,5.8107,9.6733,Rosa gallica ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
69,75,52,28.2444,71.9877,7.5893,71.5394,Glycine max ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
89,38,24,19.8108,77.8075,6.3629,70.9317,Mentha spicata ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
15,35,16,13.2054,66.7791,6.6546,11.1321,Prunus armeniaca ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
48,4,2,11.2749,79.361,5.9295,123.4978,Citrus sinensis ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
111,54,110,23.4343,66.4523,8.0333,82.6696,Cucurbita moschata ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
40,7,20,19.5447,53.768,7.1243,20.5843,Thymus vulgaris ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
17,54,50,18.3148,68.8648,6.7254,41.6885,Lens culinaris ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
68,48,71,26.984,52.8153,6.8352,8.6307,Sesamum indicum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
143,78,134,21.6634,71.9245,7.3101,38.183,Solanum tuberosum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
30,0,27,25.2887,59.5302,7.4855,58.5261,Ficus sycomorus ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
1,26,25,15.0544,74.8797,6.5608,133.2503,Citrus medica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
8,17,32,20.8119,70.0823,6.3161,100.9873,Diospyros kaki ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
92,51,49,21.7877,58.3472,7.012,24.8065,Foeniculum vulgare ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
103,65,37,13.3774,70.8996,7.4574,73.7193,Spinacia oleracea ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
34,16,24,16.9354,69.9502,6.2138,95.7488,Citrus limon ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
59,55,80,18.7418,65.2629,7.0332,56.3478,Brassica rapa ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
115,27,42,15.1018,63.6787,6.7334,41.6324,Spinacia oleracea ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
0,16,10,9.8317,60.1237,6.1084,99.6648,Citrus aurantium ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
77,49,47,18.6822,56.8636,6.9838,73.0279,Linum usitatissimum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
151,34,102,26.9005,67.7307,7.17,105.8676,Capsicum frutescens ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
105,44,74,26.4276,73.7406,5.5202,103.0894,Helianthus annuus ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
81,30,29,23.3577,56.3649,6.7472,49.1063,Carum carvi ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
33,0,21,11.4013,64.4627,7.28,63.687,Citrus medica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
73,42,37,16.5777,59.0358,7.72,48.0984,Carum carvi ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
22,55,81,17.1544,72.6802,5.9952,49.8274,Pisum sativum ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
